route,FL_DATE,flights
RAP-DEN,2018-08-01,187
RAP-DEN,2020-01-01,72
RAP-DFW,2018-08-01,62
RAP-DFW,2020-01-01,55
RAP-EWR,2018-08-01,4
RAP-IAH,2018-08-01,3
RAP-LAS,2018-08-01,9
RAP-LAS,2020-01-01,9
RAP-MSP,2018-08-01,156
RAP-MSP,2020-01-01,81
RAP-ORD,2018-08-01,133
RAP-ORD,2020-01-01,2
RAP-PHX,2020-01-01,28
RAP-SLC,2018-08-01,60
RAP-SLC,2020-01-01,27
RDD-LAX,2020-01-01,30
RDD-SFO,2018-08-01,83
RDD-SFO,2020-01-01,72
RDM-AZA,2020-01-01,7
RDM-DEN,2018-08-01,77
RDM-DEN,2020-01-01,55
RDM-LAS,2020-01-01,6
RDM-LAX,2018-08-01,61
RDM-LAX,2020-01-01,63
RDM-PDX,2018-08-01,145
RDM-PHX,2018-08-01,31
RDM-PHX,2020-01-01,30
RDM-SEA,2018-08-01,216
RDM-SEA,2020-01-01,43
RDM-SFO,2018-08-01,144
RDM-SFO,2020-01-01,98
RDM-SLC,2018-08-01,62
RDM-SLC,2020-01-01,56
RDU-ATL,2018-08-01,465
RDU-ATL,2020-01-01,409
RDU-AUS,2018-08-01,41
RDU-AUS,2020-01-01,18
RDU-BDL,2018-08-01,25
RDU-BDL,2020-01-01,21
RDU-BNA,2018-08-01,145
RDU-BNA,2020-01-01,88
RDU-BOS,2018-08-01,332
RDU-BOS,2020-01-01,304
RDU-BUF,2018-08-01,9
RDU-BWI,2018-08-01,220
RDU-BWI,2020-01-01,167
RDU-CLE,2018-08-01,39
RDU-CLT,2018-08-01,273
RDU-CLT,2020-01-01,237
RDU-CMH,2018-08-01,51
RDU-CMH,2020-01-01,19
RDU-CVG,2018-08-01,72
RDU-CVG,2020-01-01,44
RDU-DAL,2018-08-01,31
RDU-DAL,2020-01-01,30
RDU-DCA,2018-08-01,289
RDU-DCA,2020-01-01,188
RDU-DEN,2018-08-01,154
RDU-DEN,2020-01-01,116
RDU-DFW,2018-08-01,162
RDU-DFW,2020-01-01,106
RDU-DTW,2018-08-01,136
RDU-DTW,2020-01-01,103
RDU-EWR,2018-08-01,340
RDU-EWR,2020-01-01,206
RDU-FLL,2018-08-01,123
RDU-FLL,2020-01-01,136
RDU-HOU,2018-08-01,31
RDU-HOU,2020-01-01,29
RDU-IAD,2018-08-01,122
RDU-IAD,2020-01-01,111
RDU-IAH,2018-08-01,167
RDU-IAH,2020-01-01,103
RDU-IND,2018-08-01,50
RDU-IND,2020-01-01,21
RDU-JAX,2020-01-01,26
RDU-JFK,2018-08-01,297
RDU-JFK,2020-01-01,234
RDU-LAS,2018-08-01,63
RDU-LAS,2020-01-01,37
RDU-LAX,2018-08-01,102
RDU-LAX,2020-01-01,49
RDU-LGA,2018-08-01,377
RDU-LGA,2020-01-01,334
RDU-MCI,2018-08-01,48
RDU-MCI,2020-01-01,23
RDU-MCO,2018-08-01,175
RDU-MCO,2020-01-01,220
RDU-MDT,2018-08-01,9
RDU-MDW,2018-08-01,95
RDU-MDW,2020-01-01,82
RDU-MIA,2018-08-01,92
RDU-MIA,2020-01-01,126
RDU-MKE,2018-08-01,12
RDU-MSN,2018-08-01,3
RDU-MSP,2018-08-01,137
RDU-MSP,2020-01-01,72
RDU-MSY,2018-08-01,22
RDU-MSY,2020-01-01,30
RDU-ORD,2018-08-01,278
RDU-ORD,2020-01-01,159
RDU-PGD,2018-08-01,9
RDU-PGD,2020-01-01,7
RDU-PHL,2018-08-01,244
RDU-PHL,2020-01-01,167
RDU-PHX,2018-08-01,31
RDU-PHX,2020-01-01,35
RDU-PIE,2018-08-01,9
RDU-PIT,2018-08-01,56
RDU-PIT,2020-01-01,40
RDU-PVD,2018-08-01,13
RDU-PWM,2018-08-01,13
RDU-RSW,2020-01-01,4
RDU-SAN,2018-08-01,5
RDU-SAT,2018-08-01,9
RDU-SEA,2018-08-01,62
RDU-SEA,2020-01-01,52
RDU-SFB,2018-08-01,9
RDU-SFO,2018-08-01,92
RDU-SFO,2020-01-01,43
RDU-SJU,2018-08-01,9
RDU-SJU,2020-01-01,13
RDU-SLC,2018-08-01,28
RDU-SLC,2020-01-01,28
RDU-STL,2018-08-01,62
RDU-STL,2020-01-01,16
RDU-SYR,2018-08-01,9
RDU-TPA,2018-08-01,141
RDU-TPA,2020-01-01,128
RDU-TTN,2018-08-01,18
RDU-TTN,2020-01-01,17
RDU-VPS,2018-08-01,8
RFD-AZA,2018-08-01,9
RFD-AZA,2020-01-01,7
RFD-LAS,2018-08-01,9
RFD-LAS,2020-01-01,7
RFD-PGD,2018-08-01,12
RFD-PGD,2020-01-01,10
RFD-PIE,2018-08-01,9
RFD-PIE,2020-01-01,8
RFD-SFB,2018-08-01,9
RFD-SFB,2020-01-01,9
RFD-SRQ,2020-01-01,5
RHI-MSP,2018-08-01,62
RHI-MSP,2020-01-01,50
RIC-ATL,2018-08-01,386
RIC-ATL,2020-01-01,303
RIC-BNA,2018-08-01,9
RIC-BNA,2020-01-01,1
RIC-BOS,2018-08-01,209
RIC-BOS,2020-01-01,169
RIC-CLT,2018-08-01,248
RIC-CLT,2020-01-01,192
RIC-DEN,2018-08-01,61
RIC-DEN,2020-01-01,43
RIC-DFW,2018-08-01,86
RIC-DFW,2020-01-01,45
RIC-DTW,2018-08-01,113
RIC-DTW,2020-01-01,69
RIC-EWR,2018-08-01,160
RIC-EWR,2020-01-01,89
RIC-FLL,2018-08-01,90
RIC-FLL,2020-01-01,78
RIC-IAD,2018-08-01,122
RIC-IAD,2020-01-01,1
RIC-IAH,2018-08-01,39
RIC-IAH,2020-01-01,31
RIC-JFK,2018-08-01,78
RIC-JFK,2020-01-01,133
RIC-LGA,2018-08-01,252
RIC-LGA,2020-01-01,233
RIC-MCO,2018-08-01,62
RIC-MCO,2020-01-01,73
RIC-MIA,2018-08-01,60
RIC-MIA,2020-01-01,51
RIC-MSP,2018-08-01,58
RIC-MSP,2020-01-01,28
RIC-ORD,2018-08-01,260
RIC-ORD,2020-01-01,113
RIC-PHL,2018-08-01,188
RIC-PIE,2018-08-01,9
RIC-PIE,2020-01-01,7
RIC-SFB,2018-08-01,9
RIC-SFB,2020-01-01,1
RIC-SRQ,2020-01-01,7
RIC-TPA,2020-01-01,6
RIW-DEN,2020-01-01,20
RIW-SHR,2020-01-01,17
RKS-DEN,2018-08-01,58
RKS-DEN,2020-01-01,52
RNO-ATL,2020-01-01,3
RNO-AUS,2018-08-01,9
RNO-BOI,2018-08-01,27
RNO-DAL,2018-08-01,2
RNO-DEN,2018-08-01,172
RNO-DEN,2020-01-01,115
RNO-DFW,2018-08-01,77
RNO-DFW,2020-01-01,66
RNO-IAH,2018-08-01,7
RNO-IAH,2020-01-01,28
RNO-JFK,2018-08-01,30
RNO-JFK,2020-01-01,17
RNO-LAS,2018-08-01,300
RNO-LAS,2020-01-01,318
RNO-LAX,2018-08-01,309
RNO-LAX,2020-01-01,144
RNO-LGB,2018-08-01,31
RNO-LGB,2020-01-01,27
RNO-MDW,2018-08-01,32
RNO-MSP,2018-08-01,4
RNO-MSP,2020-01-01,3
RNO-OAK,2018-08-01,59
RNO-OAK,2020-01-01,36
RNO-ORD,2018-08-01,51
RNO-ORD,2020-01-01,30
RNO-PDX,2018-08-01,92
RNO-PDX,2020-01-01,30
RNO-PHX,2018-08-01,183
RNO-PHX,2020-01-01,198
RNO-SAN,2018-08-01,66
RNO-SAN,2020-01-01,87
RNO-SEA,2018-08-01,122
RNO-SEA,2020-01-01,69
RNO-SFO,2018-08-01,130
RNO-SFO,2020-01-01,125
RNO-SJC,2018-08-01,108
RNO-SJC,2020-01-01,79
RNO-SLC,2018-08-01,149
RNO-SLC,2020-01-01,134
ROA-ATL,2018-08-01,152
ROA-ATL,2020-01-01,114
ROA-CLT,2018-08-01,213
ROA-CLT,2020-01-01,18
ROA-IAD,2018-08-01,69
ROA-LGA,2018-08-01,26
ROA-LGA,2020-01-01,25
ROA-ORD,2018-08-01,87
ROA-ORD,2020-01-01,42
ROA-PHL,2018-08-01,56
ROA-PIE,2018-08-01,9
ROA-PIE,2020-01-01,9
ROA-SFB,2018-08-01,10
ROA-SFB,2020-01-01,8
ROC-ATL,2018-08-01,89
ROC-ATL,2020-01-01,74
ROC-BOS,2018-08-01,69
ROC-BOS,2020-01-01,28
ROC-BWI,2018-08-01,92
ROC-BWI,2020-01-01,80
ROC-CLT,2018-08-01,117
ROC-CLT,2020-01-01,82
ROC-DCA,2018-08-01,87
ROC-DCA,2020-01-01,23
ROC-DTW,2018-08-01,119
ROC-DTW,2020-01-01,98
ROC-EWR,2018-08-01,127
ROC-EWR,2020-01-01,57
ROC-FLL,2020-01-01,1
ROC-IAD,2018-08-01,75
ROC-IAD,2020-01-01,16
ROC-JFK,2018-08-01,170
ROC-JFK,2020-01-01,159
ROC-LGA,2018-08-01,126
ROC-LGA,2020-01-01,90
ROC-MCO,2018-08-01,31
ROC-MCO,2020-01-01,29
ROC-MSP,2018-08-01,29
ROC-MSP,2020-01-01,24
ROC-ORD,2018-08-01,225
ROC-ORD,2020-01-01,166
ROC-PGD,2018-08-01,9
ROC-PGD,2020-01-01,2
ROC-PHL,2018-08-01,161
ROC-PHL,2020-01-01,20
ROC-RSW,2020-01-01,2
ROC-SFB,2018-08-01,9
ROC-SFB,2020-01-01,8
ROC-TPA,2018-08-01,6
ROC-TPA,2020-01-01,6
ROW-DFW,2018-08-01,86
ROW-DFW,2020-01-01,72
ROW-PHX,2018-08-01,31
ROW-PHX,2020-01-01,25
RST-ATL,2018-08-01,52
RST-ATL,2020-01-01,27
RST-MSP,2018-08-01,116
RST-MSP,2020-01-01,90
RST-ORD,2018-08-01,185
RST-ORD,2020-01-01,83
RSW-ACY,2018-08-01,30
RSW-ACY,2020-01-01,46
RSW-ALB,2020-01-01,11
RSW-ATL,2018-08-01,280
RSW-ATL,2020-01-01,269
RSW-BDL,2020-01-01,94
RSW-BNA,2020-01-01,4
RSW-BOS,2018-08-01,99
RSW-BOS,2020-01-01,199
RSW-BUF,2020-01-01,25
RSW-BWI,2018-08-01,91
RSW-BWI,2020-01-01,188
RSW-CAK,2020-01-01,13
RSW-CLE,2018-08-01,28
RSW-CLE,2020-01-01,102
RSW-CLT,2018-08-01,130
RSW-CLT,2020-01-01,140
RSW-CMH,2018-08-01,33
RSW-CMH,2020-01-01,77
RSW-CVG,2018-08-01,50
RSW-CVG,2020-01-01,66
RSW-DAL,2020-01-01,29
RSW-DCA,2018-08-01,50
RSW-DCA,2020-01-01,89
RSW-DEN,2018-08-01,10
RSW-DEN,2020-01-01,62
RSW-DFW,2018-08-01,80
RSW-DFW,2020-01-01,104
RSW-DTW,2018-08-01,82
RSW-DTW,2020-01-01,240
RSW-EWR,2018-08-01,120
RSW-EWR,2020-01-01,191
RSW-GRR,2020-01-01,16
RSW-HPN,2018-08-01,31
RSW-HPN,2020-01-01,44
RSW-IAD,2020-01-01,58
RSW-IAH,2018-08-01,34
RSW-IAH,2020-01-01,81
RSW-IND,2018-08-01,34
RSW-IND,2020-01-01,109
RSW-ISP,2020-01-01,30
RSW-JFK,2018-08-01,60
RSW-JFK,2020-01-01,93
RSW-LBE,2020-01-01,11
RSW-LGA,2018-08-01,88
RSW-LGA,2020-01-01,82
RSW-MCI,2018-08-01,1
RSW-MCI,2020-01-01,17
RSW-MDW,2018-08-01,69
RSW-MDW,2020-01-01,90
RSW-MKE,2020-01-01,50
RSW-MSP,2018-08-01,31
RSW-MSP,2020-01-01,172
RSW-OMA,2020-01-01,11
RSW-ORD,2018-08-01,128
RSW-ORD,2020-01-01,258
RSW-PHL,2018-08-01,92
RSW-PHL,2020-01-01,167
RSW-PIT,2018-08-01,10
RSW-PIT,2020-01-01,52
RSW-PVD,2020-01-01,15
RSW-PWM,2020-01-01,14
RSW-RDU,2020-01-01,2
RSW-ROC,2020-01-01,1
RSW-STL,2018-08-01,35
RSW-STL,2020-01-01,65
RSW-SYR,2020-01-01,13
RSW-TTN,2018-08-01,7
RSW-TTN,2020-01-01,27
SAF-DEN,2018-08-01,93
SAF-DFW,2018-08-01,85
SAF-DFW,2020-01-01,73
SAF-PHX,2018-08-01,28
SAF-PHX,2020-01-01,42
SAN-ABQ,2018-08-01,93
SAN-ABQ,2020-01-01,50
SAN-ATL,2018-08-01,245
SAN-ATL,2020-01-01,165
SAN-AUS,2018-08-01,133
SAN-AUS,2020-01-01,110
SAN-BLI,2018-08-01,9
SAN-BNA,2018-08-01,62
SAN-BNA,2020-01-01,34
SAN-BOI,2018-08-01,62
SAN-BOI,2020-01-01,58
SAN-BOS,2018-08-01,93
SAN-BOS,2020-01-01,92
SAN-BWI,2018-08-01,151
SAN-BWI,2020-01-01,61
SAN-CLE,2018-08-01,5
SAN-CLT,2018-08-01,91
SAN-CLT,2020-01-01,102
SAN-COS,2018-08-01,6
SAN-CVG,2018-08-01,13
SAN-DAL,2018-08-01,151
SAN-DAL,2020-01-01,107
SAN-DEN,2018-08-01,383
SAN-DEN,2020-01-01,361
SAN-DFW,2018-08-01,296
SAN-DFW,2020-01-01,199
SAN-DTW,2018-08-01,127
SAN-DTW,2020-01-01,50
SAN-ELP,2018-08-01,8
SAN-ELP,2020-01-01,26
SAN-EUG,2018-08-01,4
SAN-EWR,2018-08-01,153
SAN-EWR,2020-01-01,109
SAN-FAT,2018-08-01,89
SAN-FAT,2020-01-01,75
SAN-FLL,2018-08-01,30
SAN-FLL,2020-01-01,17
SAN-GEG,2020-01-01,10
SAN-HDN,2020-01-01,12
SAN-HNL,2018-08-01,62
SAN-HNL,2020-01-01,52
SAN-HOU,2018-08-01,66
SAN-HOU,2020-01-01,79
SAN-IAD,2018-08-01,91
SAN-IAD,2020-01-01,62
SAN-IAH,2018-08-01,184
SAN-IAH,2020-01-01,156
SAN-IND,2018-08-01,12
SAN-JFK,2018-08-01,252
SAN-JFK,2020-01-01,141
SAN-KOA,2018-08-01,27
SAN-KOA,2020-01-01,15
SAN-LAS,2018-08-01,516
SAN-LAS,2020-01-01,377
SAN-LAX,2018-08-01,511
SAN-LAX,2020-01-01,236
SAN-LIH,2018-08-01,29
SAN-LIH,2020-01-01,17
SAN-MCI,2018-08-01,89
SAN-MCI,2020-01-01,47
SAN-MCO,2018-08-01,53
SAN-MCO,2020-01-01,33
SAN-MDW,2018-08-01,124
SAN-MDW,2020-01-01,86
SAN-MIA,2018-08-01,31
SAN-MIA,2020-01-01,28
SAN-MKE,2018-08-01,14
SAN-MRY,2018-08-01,31
SAN-MRY,2020-01-01,28
SAN-MSP,2018-08-01,151
SAN-MSP,2020-01-01,104
SAN-MSY,2018-08-01,28
SAN-MSY,2020-01-01,24
SAN-OAK,2018-08-01,314
SAN-OAK,2020-01-01,311
SAN-OGG,2018-08-01,59
SAN-OGG,2020-01-01,56
SAN-OKC,2018-08-01,7
SAN-OMA,2018-08-01,31
SAN-OMA,2020-01-01,25
SAN-ORD,2018-08-01,300
SAN-ORD,2020-01-01,218
SAN-PDX,2018-08-01,206
SAN-PDX,2020-01-01,133
SAN-PHL,2018-08-01,79
SAN-PHL,2020-01-01,56
SAN-PHX,2018-08-01,466
SAN-PHX,2020-01-01,488
SAN-PIT,2018-08-01,5
SAN-RDU,2018-08-01,5
SAN-RNO,2018-08-01,65
SAN-RNO,2020-01-01,64
SAN-SAT,2018-08-01,71
SAN-SAT,2020-01-01,44
SAN-SBP,2020-01-01,23
SAN-SCK,2018-08-01,9
SAN-SEA,2018-08-01,441
SAN-SEA,2020-01-01,301
SAN-SFO,2018-08-01,683
SAN-SFO,2020-01-01,470
SAN-SJC,2018-08-01,470
SAN-SJC,2020-01-01,505
SAN-SLC,2018-08-01,215
SAN-SLC,2020-01-01,202
SAN-SMF,2018-08-01,437
SAN-SMF,2020-01-01,493
SAN-STL,2018-08-01,93
SAN-STL,2020-01-01,50
SAN-STS,2018-08-01,31
SAN-STS,2020-01-01,35
SAN-TPA,2018-08-01,31
SAN-TPA,2020-01-01,5
SAN-TUL,2018-08-01,4
SAN-TUS,2018-08-01,58
SAN-TUS,2020-01-01,58
SAT-ABQ,2018-08-01,5
SAT-ATL,2018-08-01,312
SAT-ATL,2020-01-01,225
SAT-BNA,2018-08-01,62
SAT-BNA,2020-01-01,53
SAT-BWI,2018-08-01,62
SAT-BWI,2020-01-01,51
SAT-CLE,2018-08-01,6
SAT-CLT,2018-08-01,121
SAT-CLT,2020-01-01,108
SAT-CMH,2018-08-01,4
SAT-COS,2018-08-01,14
SAT-CVG,2018-08-01,16
SAT-DAL,2018-08-01,287
SAT-DAL,2020-01-01,269
SAT-DEN,2018-08-01,194
SAT-DEN,2020-01-01,196
SAT-DFW,2018-08-01,317
SAT-DFW,2020-01-01,266
SAT-DTW,2018-08-01,88
SAT-DTW,2020-01-01,51
SAT-ELP,2018-08-01,82
SAT-ELP,2020-01-01,48
SAT-EWR,2018-08-01,30
SAT-EWR,2020-01-01,49
SAT-FLL,2018-08-01,31
SAT-FLL,2020-01-01,25
SAT-HOU,2018-08-01,154
SAT-HOU,2020-01-01,120
SAT-IAD,2018-08-01,71
SAT-IAD,2020-01-01,48
SAT-IAH,2018-08-01,235
SAT-IAH,2020-01-01,229
SAT-JAX,2018-08-01,8
SAT-JFK,2018-08-01,30
SAT-JFK,2020-01-01,54
SAT-LAS,2018-08-01,145
SAT-LAS,2020-01-01,125
SAT-LAX,2018-08-01,245
SAT-LAX,2020-01-01,124
SAT-MCI,2018-08-01,31
SAT-MCI,2020-01-01,26
SAT-MCO,2018-08-01,48
SAT-MCO,2020-01-01,42
SAT-MDW,2018-08-01,70
SAT-MDW,2020-01-01,48
SAT-MEM,2018-08-01,6
SAT-MIA,2018-08-01,28
SAT-MIA,2020-01-01,55
SAT-MSP,2018-08-01,85
SAT-MSP,2020-01-01,50
SAT-MSY,2018-08-01,40
SAT-MSY,2020-01-01,34
SAT-OAK,2018-08-01,31
SAT-OAK,2020-01-01,2
SAT-OKC,2018-08-01,11
SAT-OMA,2018-08-01,9
SAT-ONT,2018-08-01,13
SAT-ORD,2018-08-01,168
SAT-ORD,2020-01-01,135
SAT-PHL,2018-08-01,43
SAT-PHL,2020-01-01,7
SAT-PHX,2018-08-01,205
SAT-PHX,2020-01-01,185
SAT-RDU,2018-08-01,9
SAT-SAN,2018-08-01,71
SAT-SAN,2020-01-01,49
SAT-SEA,2018-08-01,30
SAT-SEA,2020-01-01,41
SAT-SFB,2018-08-01,4
SAT-SFO,2018-08-01,31
SAT-SFO,2020-01-01,27
SAT-SJC,2018-08-01,9
SAT-SLC,2018-08-01,90
SAT-SLC,2020-01-01,51
SAT-SNA,2018-08-01,10
SAT-STL,2018-08-01,59
SAT-STL,2020-01-01,53
SAT-TPA,2018-08-01,31
SAT-TPA,2020-01-01,24
SAT-TUL,2018-08-01,9
SAV-ATL,2018-08-01,327
SAV-ATL,2020-01-01,272
SAV-BNA,2018-08-01,9
SAV-BOS,2018-08-01,38
SAV-BOS,2020-01-01,30
SAV-BWI,2018-08-01,11
SAV-BWI,2020-01-01,9
SAV-CLE,2018-08-01,11
SAV-CLE,2020-01-01,5
SAV-CLT,2018-08-01,273
SAV-CLT,2020-01-01,211
SAV-CVG,2018-08-01,22
SAV-CVG,2020-01-01,6
SAV-DCA,2018-08-01,57
SAV-DCA,2020-01-01,57
SAV-DEN,2018-08-01,7
SAV-DFW,2018-08-01,70
SAV-DFW,2020-01-01,62
SAV-DTW,2018-08-01,30
SAV-DTW,2020-01-01,4
SAV-EWR,2018-08-01,94
SAV-EWR,2020-01-01,54
SAV-GRR,2020-01-01,2
SAV-IAD,2018-08-01,82
SAV-IAD,2020-01-01,28
SAV-IAH,2018-08-01,44
SAV-IAH,2020-01-01,33
SAV-IND,2018-08-01,4
SAV-JFK,2018-08-01,115
SAV-JFK,2020-01-01,108
SAV-LCK,2018-08-01,11
SAV-LCK,2020-01-01,1
SAV-LEX,2018-08-01,4
SAV-LGA,2018-08-01,85
SAV-LGA,2020-01-01,53
SAV-MIA,2018-08-01,29
SAV-MIA,2020-01-01,57
SAV-MSP,2018-08-01,2
SAV-ORD,2018-08-01,136
SAV-ORD,2020-01-01,20
SAV-PHL,2018-08-01,82
SAV-PHL,2020-01-01,73
SAV-PIT,2018-08-01,12
SAV-PIT,2020-01-01,1
SAV-SDF,2018-08-01,9
SBA-DEN,2018-08-01,128
SBA-DEN,2020-01-01,89
SBA-DFW,2018-08-01,29
SBA-DFW,2020-01-01,55
SBA-LAX,2018-08-01,124
SBA-LAX,2020-01-01,84
SBA-PDX,2018-08-01,31
SBA-PDX,2020-01-01,23
SBA-PHX,2018-08-01,140
SBA-PHX,2020-01-01,104
SBA-SEA,2018-08-01,31
SBA-SEA,2020-01-01,23
SBA-SFO,2018-08-01,182
SBA-SFO,2020-01-01,143
SBA-SLC,2020-01-01,78
SBN-ATL,2018-08-01,124
SBN-ATL,2020-01-01,99
SBN-AZA,2018-08-01,9
SBN-AZA,2020-01-01,3
SBN-CLT,2018-08-01,62
SBN-CLT,2020-01-01,47
SBN-DFW,2018-08-01,60
SBN-DFW,2020-01-01,48
SBN-DTW,2018-08-01,143
SBN-DTW,2020-01-01,98
SBN-EWR,2018-08-01,26
SBN-LAS,2018-08-01,9
SBN-LAS,2020-01-01,7
SBN-MSP,2018-08-01,82
SBN-MSP,2020-01-01,26
SBN-ORD,2018-08-01,118
SBN-ORD,2020-01-01,96
SBN-PGD,2018-08-01,9
SBN-PGD,2020-01-01,10
SBN-PIE,2018-08-01,9
SBN-PIE,2020-01-01,10
SBN-SFB,2018-08-01,10
SBN-SFB,2020-01-01,10
SBN-SRQ,2020-01-01,7
SBP-DEN,2018-08-01,65
SBP-DEN,2020-01-01,75
SBP-DFW,2020-01-01,55
SBP-LAX,2018-08-01,123
SBP-LAX,2020-01-01,84
SBP-PHX,2018-08-01,117
SBP-PHX,2020-01-01,100
SBP-SAN,2020-01-01,23
SBP-SEA,2018-08-01,31
SBP-SEA,2020-01-01,6
SBP-SFO,2018-08-01,118
SBP-SFO,2020-01-01,89
SBY-CLT,2018-08-01,62
SBY-PHL,2018-08-01,115
SCC-ANC,2018-08-01,23
SCC-ANC,2020-01-01,20
SCC-BRW,2018-08-01,60
SCC-BRW,2020-01-01,48
SCE-DTW,2018-08-01,86
SCE-DTW,2020-01-01,56
SCE-IAD,2018-08-01,62
SCE-ORD,2018-08-01,90
SCE-ORD,2020-01-01,26
SCE-PHL,2018-08-01,114
SCE-PIE,2020-01-01,8
SCE-SFB,2020-01-01,3
SCK-AZA,2018-08-01,9
SCK-AZA,2020-01-01,2
SCK-LAS,2018-08-01,51
SCK-LAS,2020-01-01,45
SCK-LAX,2020-01-01,53
SCK-SAN,2018-08-01,9
SDF-ATL,2018-08-01,243
SDF-ATL,2020-01-01,238
SDF-AUS,2018-08-01,6
SDF-BWI,2018-08-01,104
SDF-BWI,2020-01-01,62
SDF-CLT,2018-08-01,240
SDF-CLT,2020-01-01,198
SDF-DAL,2020-01-01,28
SDF-DCA,2018-08-01,98
SDF-DCA,2020-01-01,80
SDF-DEN,2018-08-01,111
SDF-DEN,2020-01-01,29
SDF-DFW,2018-08-01,179
SDF-DFW,2020-01-01,119
SDF-DTW,2018-08-01,151
SDF-DTW,2020-01-01,97
SDF-EWR,2018-08-01,92
SDF-EWR,2020-01-01,63
SDF-FLL,2018-08-01,10
SDF-FLL,2020-01-01,10
SDF-HOU,2020-01-01,26
SDF-IAD,2018-08-01,61
SDF-IAD,2020-01-01,2
SDF-IAH,2018-08-01,101
SDF-IAH,2020-01-01,75
SDF-JAX,2018-08-01,4
SDF-LAS,2018-08-01,41
SDF-LAS,2020-01-01,31
SDF-LAX,2020-01-01,20
SDF-LGA,2018-08-01,150
SDF-LGA,2020-01-01,109
SDF-MCO,2018-08-01,33
SDF-MCO,2020-01-01,52
SDF-MDW,2018-08-01,114
SDF-MDW,2020-01-01,78
SDF-MIA,2018-08-01,31
SDF-MIA,2020-01-01,62
SDF-MSP,2018-08-01,90
SDF-MSP,2020-01-01,46
SDF-MSY,2020-01-01,1
SDF-MYR,2018-08-01,6
SDF-ORD,2018-08-01,291
SDF-ORD,2020-01-01,132
SDF-PGD,2018-08-01,9
SDF-PGD,2020-01-01,8
SDF-PHL,2018-08-01,100
SDF-PHL,2020-01-01,56
SDF-PHX,2018-08-01,32
SDF-PHX,2020-01-01,11
SDF-PIE,2018-08-01,10
SDF-PIE,2020-01-01,9
SDF-SAV,2018-08-01,9
SDF-SFB,2018-08-01,9
SDF-SFB,2020-01-01,8
SDF-SRQ,2020-01-01,5
SDF-TPA,2018-08-01,33
SDF-TPA,2020-01-01,30
SDF-VPS,2018-08-01,9
SDF-VPS,2020-01-01,2
SEA-ABQ,2018-08-01,61
SEA-ABQ,2020-01-01,24
SEA-ALW,2018-08-01,70
SEA-ANC,2018-08-01,818
SEA-ANC,2020-01-01,376
SEA-ATL,2018-08-01,336
SEA-ATL,2020-01-01,182
SEA-AUS,2018-08-01,109
SEA-AUS,2020-01-01,49
SEA-BIL,2018-08-01,62
SEA-BLI,2018-08-01,143
SEA-BNA,2018-08-01,116
SEA-BNA,2020-01-01,50
SEA-BOI,2018-08-01,447
SEA-BOI,2020-01-01,213
SEA-BOS,2018-08-01,261
SEA-BOS,2020-01-01,138
SEA-BUR,2018-08-01,118
SEA-BUR,2020-01-01,95
SEA-BWI,2018-08-01,93
SEA-BWI,2020-01-01,30
SEA-BZN,2018-08-01,97
SEA-BZN,2020-01-01,121
SEA-CHS,2018-08-01,23
SEA-CHS,2020-01-01,20
SEA-CLE,2018-08-01,7
SEA-CLT,2018-08-01,121
SEA-CLT,2020-01-01,72
SEA-CMH,2020-01-01,18
SEA-COS,2018-08-01,4
SEA-CVG,2018-08-01,31
SEA-CVG,2020-01-01,16
SEA-DAL,2018-08-01,92
SEA-DAL,2020-01-01,11
SEA-DCA,2018-08-01,62
SEA-DCA,2020-01-01,42
SEA-DEN,2018-08-01,677
SEA-DEN,2020-01-01,408
SEA-DFW,2018-08-01,429
SEA-DFW,2020-01-01,199
SEA-DTW,2018-08-01,281
SEA-DTW,2020-01-01,123
SEA-EAT,2018-08-01,107
SEA-EUG,2018-08-01,217
SEA-EUG,2020-01-01,42
SEA-EWR,2018-08-01,208
SEA-EWR,2020-01-01,111
SEA-FAI,2018-08-01,185
SEA-FAI,2020-01-01,120
SEA-FAT,2018-08-01,92
SEA-FAT,2020-01-01,78
SEA-FCA,2018-08-01,93
SEA-FLL,2018-08-01,62
SEA-FLL,2020-01-01,48
SEA-GEG,2018-08-01,679
SEA-GEG,2020-01-01,188
SEA-GTF,2018-08-01,57
SEA-HLN,2018-08-01,31
SEA-HNL,2018-08-01,155
SEA-HNL,2020-01-01,135
SEA-HOU,2018-08-01,6
SEA-IAD,2018-08-01,154
SEA-IAD,2020-01-01,99
SEA-IAH,2018-08-01,258
SEA-IAH,2020-01-01,137
SEA-ICT,2018-08-01,31
SEA-IND,2018-08-01,62
SEA-IND,2020-01-01,39
SEA-JAC,2018-08-01,4
SEA-JAC,2020-01-01,6
SEA-JFK,2018-08-01,394
SEA-JFK,2020-01-01,178
SEA-JNU,2018-08-01,217
SEA-JNU,2020-01-01,64
SEA-KOA,2018-08-01,76
SEA-KOA,2020-01-01,61
SEA-KTN,2018-08-01,180
SEA-KTN,2020-01-01,68
SEA-LAS,2018-08-01,634
SEA-LAS,2020-01-01,466
SEA-LAX,2018-08-01,946
SEA-LAX,2020-01-01,564
SEA-LGB,2018-08-01,62
SEA-LGB,2020-01-01,26
SEA-LIH,2018-08-01,75
SEA-LIH,2020-01-01,65
SEA-LWS,2018-08-01,41
SEA-MCI,2018-08-01,124
SEA-MCI,2020-01-01,69
