route,FL_DATE,flights
SEA-MCO,2018-08-01,100
SEA-MCO,2020-01-01,85
SEA-MDW,2018-08-01,102
SEA-MDW,2020-01-01,44
SEA-MFR,2018-08-01,173
SEA-MFR,2020-01-01,1
SEA-MIA,2018-08-01,51
SEA-MIA,2020-01-01,28
SEA-MKE,2018-08-01,90
SEA-MKE,2020-01-01,42
SEA-MSN,2018-08-01,1
SEA-MSO,2018-08-01,123
SEA-MSP,2018-08-01,332
SEA-MSP,2020-01-01,179
SEA-MSY,2018-08-01,31
SEA-MSY,2020-01-01,44
SEA-OAK,2018-08-01,320
SEA-OAK,2020-01-01,216
SEA-OGG,2018-08-01,108
SEA-OGG,2020-01-01,126
SEA-OKC,2018-08-01,30
SEA-OKC,2020-01-01,20
SEA-OMA,2018-08-01,31
SEA-OMA,2020-01-01,22
SEA-ONT,2018-08-01,85
SEA-ONT,2020-01-01,66
SEA-ORD,2018-08-01,593
SEA-ORD,2020-01-01,295
SEA-PDX,2018-08-01,961
SEA-PDX,2020-01-01,268
SEA-PHL,2018-08-01,116
SEA-PHL,2020-01-01,47
SEA-PHX,2018-08-01,506
SEA-PHX,2020-01-01,467
SEA-PIT,2020-01-01,18
SEA-PSC,2018-08-01,264
SEA-PSC,2020-01-01,30
SEA-PSP,2018-08-01,17
SEA-PSP,2020-01-01,118
SEA-PUW,2018-08-01,87
SEA-RDM,2018-08-01,215
SEA-RDM,2020-01-01,41
SEA-RDU,2018-08-01,62
SEA-RDU,2020-01-01,50
SEA-RNO,2018-08-01,123
SEA-RNO,2020-01-01,68
SEA-SAN,2018-08-01,439
SEA-SAN,2020-01-01,319
SEA-SAT,2018-08-01,31
SEA-SAT,2020-01-01,40
SEA-SBA,2018-08-01,31
SEA-SBA,2020-01-01,23
SEA-SBP,2018-08-01,31
SEA-SBP,2020-01-01,6
SEA-SFO,2018-08-01,922
SEA-SFO,2020-01-01,561
SEA-SIT,2018-08-01,61
SEA-SJC,2018-08-01,550
SEA-SJC,2020-01-01,368
SEA-SLC,2018-08-01,391
SEA-SLC,2020-01-01,304
SEA-SMF,2018-08-01,477
SEA-SMF,2020-01-01,279
SEA-SNA,2018-08-01,388
SEA-SNA,2020-01-01,184
SEA-STL,2018-08-01,86
SEA-STL,2020-01-01,51
SEA-STS,2018-08-01,61
SEA-STS,2020-01-01,42
SEA-SUN,2018-08-01,39
SEA-TPA,2018-08-01,31
SEA-TPA,2020-01-01,51
SEA-TUS,2018-08-01,31
SEA-TUS,2020-01-01,79
SEA-YKM,2018-08-01,102
SFB-ABE,2018-08-01,40
SFB-ABE,2020-01-01,37
SFB-ALB,2020-01-01,9
SFB-ATW,2018-08-01,9
SFB-ATW,2020-01-01,10
SFB-AUS,2018-08-01,4
SFB-AUS,2020-01-01,1
SFB-AVL,2018-08-01,19
SFB-AVL,2020-01-01,49
SFB-BGR,2018-08-01,17
SFB-BGR,2020-01-01,9
SFB-BIS,2018-08-01,4
SFB-BIS,2020-01-01,3
SFB-BLV,2018-08-01,12
SFB-BLV,2020-01-01,7
SFB-BMI,2018-08-01,9
SFB-BMI,2020-01-01,9
SFB-BNA,2020-01-01,2
SFB-CHA,2018-08-01,9
SFB-CHA,2020-01-01,8
SFB-CID,2018-08-01,9
SFB-CID,2020-01-01,10
SFB-CKB,2018-08-01,4
SFB-CKB,2020-01-01,9
SFB-CLE,2018-08-01,9
SFB-CVG,2018-08-01,31
SFB-CVG,2020-01-01,21
SFB-DAY,2018-08-01,4
SFB-DSM,2018-08-01,11
SFB-DSM,2020-01-01,9
SFB-ELM,2018-08-01,18
SFB-ELM,2020-01-01,13
SFB-ELP,2018-08-01,2
SFB-EVV,2018-08-01,11
SFB-EVV,2020-01-01,7
SFB-FAR,2018-08-01,4
SFB-FAR,2020-01-01,9
SFB-FNT,2018-08-01,13
SFB-FNT,2020-01-01,14
SFB-FSD,2018-08-01,4
SFB-FSD,2020-01-01,8
SFB-FWA,2018-08-01,9
SFB-FWA,2020-01-01,9
SFB-GPT,2018-08-01,9
SFB-GPT,2020-01-01,2
SFB-GRR,2018-08-01,25
SFB-GRR,2020-01-01,28
SFB-GSO,2018-08-01,9
SFB-GSO,2020-01-01,8
SFB-GSP,2018-08-01,12
SFB-GSP,2020-01-01,7
SFB-HGR,2018-08-01,9
SFB-HGR,2020-01-01,10
SFB-HTS,2018-08-01,14
SFB-HTS,2020-01-01,12
SFB-IAG,2018-08-01,9
SFB-IAG,2020-01-01,8
SFB-ICT,2018-08-01,4
SFB-IND,2018-08-01,16
SFB-IND,2020-01-01,15
SFB-LCK,2018-08-01,13
SFB-LCK,2020-01-01,9
SFB-LEX,2018-08-01,20
SFB-LEX,2020-01-01,17
SFB-LIT,2018-08-01,4
SFB-LIT,2020-01-01,2
SFB-MCI,2018-08-01,4
SFB-MDT,2018-08-01,15
SFB-MDT,2020-01-01,18
SFB-MEM,2018-08-01,9
SFB-MEM,2020-01-01,9
SFB-MFE,2018-08-01,7
SFB-MFE,2020-01-01,2
SFB-MKE,2018-08-01,4
SFB-MLI,2018-08-01,4
SFB-MLI,2020-01-01,9
SFB-OGS,2018-08-01,4
SFB-OKC,2018-08-01,7
SFB-OMA,2018-08-01,4
SFB-OMA,2020-01-01,8
SFB-ORF,2018-08-01,9
SFB-ORF,2020-01-01,10
SFB-OWB,2018-08-01,9
SFB-OWB,2020-01-01,9
SFB-PBG,2018-08-01,15
SFB-PBG,2020-01-01,12
SFB-PIA,2018-08-01,4
SFB-PIA,2020-01-01,4
SFB-PIT,2018-08-01,9
SFB-PIT,2020-01-01,5
SFB-PSM,2018-08-01,12
SFB-PSM,2020-01-01,9
SFB-RDU,2018-08-01,9
SFB-RFD,2018-08-01,9
SFB-RFD,2020-01-01,10
SFB-RIC,2018-08-01,9
SFB-RIC,2020-01-01,1
SFB-ROA,2018-08-01,10
SFB-ROA,2020-01-01,8
SFB-ROC,2018-08-01,9
SFB-ROC,2020-01-01,9
SFB-SAT,2018-08-01,4
SFB-SBN,2018-08-01,10
SFB-SBN,2020-01-01,9
SFB-SCE,2020-01-01,7
SFB-SDF,2018-08-01,9
SFB-SDF,2020-01-01,8
SFB-SGF,2018-08-01,10
SFB-SGF,2020-01-01,13
SFB-SHV,2018-08-01,4
SFB-SJU,2018-08-01,13
SFB-SJU,2020-01-01,11
SFB-SWF,2018-08-01,9
SFB-SWF,2020-01-01,2
SFB-SYR,2018-08-01,9
SFB-SYR,2020-01-01,9
SFB-TOL,2018-08-01,9
SFB-TOL,2020-01-01,6
SFB-TRI,2018-08-01,9
SFB-TRI,2020-01-01,9
SFB-TUL,2018-08-01,13
SFB-TUL,2020-01-01,4
SFB-TVC,2020-01-01,6
SFB-TYS,2018-08-01,28
SFB-TYS,2020-01-01,26
SFB-USA,2018-08-01,18
SFB-USA,2020-01-01,21
SFB-XNA,2018-08-01,11
SFB-XNA,2020-01-01,9
SFO-ABQ,2018-08-01,110
SFO-ABQ,2020-01-01,50
SFO-ACV,2018-08-01,118
SFO-ACV,2020-01-01,73
SFO-ANC,2018-08-01,31
SFO-ASE,2018-08-01,30
SFO-ASE,2020-01-01,36
SFO-ATL,2018-08-01,312
SFO-ATL,2020-01-01,235
SFO-AUS,2018-08-01,232
SFO-AUS,2020-01-01,153
SFO-BDL,2018-08-01,31
SFO-BFL,2018-08-01,56
SFO-BFL,2020-01-01,29
SFO-BNA,2018-08-01,92
SFO-BNA,2020-01-01,37
SFO-BOI,2018-08-01,154
SFO-BOI,2020-01-01,125
SFO-BOS,2018-08-01,527
SFO-BOS,2020-01-01,334
SFO-BUR,2018-08-01,264
SFO-BUR,2020-01-01,282
SFO-BWI,2018-08-01,89
SFO-BWI,2020-01-01,24
SFO-BZN,2018-08-01,61
SFO-BZN,2020-01-01,28
SFO-CLE,2018-08-01,61
SFO-CLE,2020-01-01,31
SFO-CLT,2018-08-01,168
SFO-CLT,2020-01-01,116
SFO-CMH,2020-01-01,2
SFO-CVG,2018-08-01,59
SFO-CVG,2020-01-01,27
SFO-DAL,2018-08-01,150
SFO-DAL,2020-01-01,76
SFO-DCA,2018-08-01,60
SFO-DCA,2020-01-01,58
SFO-DEN,2018-08-01,546
SFO-DEN,2020-01-01,352
SFO-DFW,2018-08-01,381
SFO-DFW,2020-01-01,290
SFO-DSM,2018-08-01,13
SFO-DTW,2018-08-01,168
SFO-DTW,2020-01-01,122
SFO-EGE,2020-01-01,28
SFO-EUG,2018-08-01,144
SFO-EUG,2020-01-01,87
SFO-EWR,2018-08-01,520
SFO-EWR,2020-01-01,346
SFO-FAT,2018-08-01,119
SFO-FAT,2020-01-01,90
SFO-FCA,2018-08-01,34
SFO-FLL,2018-08-01,93
SFO-FLL,2020-01-01,95
SFO-GEG,2018-08-01,87
SFO-GEG,2020-01-01,43
SFO-HDN,2020-01-01,3
SFO-HNL,2018-08-01,223
SFO-HNL,2020-01-01,169
SFO-IAD,2018-08-01,311
SFO-IAD,2020-01-01,218
SFO-IAH,2018-08-01,317
SFO-IAH,2020-01-01,230
SFO-IND,2018-08-01,80
SFO-IND,2020-01-01,25
SFO-JAC,2018-08-01,30
SFO-JAC,2020-01-01,26
SFO-JFK,2018-08-01,664
SFO-JFK,2020-01-01,514
SFO-KOA,2018-08-01,105
SFO-KOA,2020-01-01,89
SFO-LAS,2018-08-01,710
SFO-LAS,2020-01-01,613
SFO-LAX,2018-08-01,1585
SFO-LAX,2020-01-01,1013
SFO-LGB,2018-08-01,146
SFO-LGB,2020-01-01,51
SFO-LIH,2018-08-01,52
SFO-LIH,2020-01-01,33
SFO-MCI,2018-08-01,79
SFO-MCI,2020-01-01,25
SFO-MCO,2018-08-01,127
SFO-MCO,2020-01-01,85
SFO-MDW,2018-08-01,88
SFO-MDW,2020-01-01,46
SFO-MFR,2018-08-01,133
SFO-MFR,2020-01-01,101
SFO-MIA,2018-08-01,155
SFO-MIA,2020-01-01,110
SFO-MKE,2018-08-01,6
SFO-MMH,2020-01-01,21
SFO-MRY,2018-08-01,61
SFO-MRY,2020-01-01,54
SFO-MSN,2018-08-01,31
SFO-MSN,2020-01-01,26
SFO-MSO,2018-08-01,34
SFO-MSP,2018-08-01,281
SFO-MSP,2020-01-01,182
SFO-MSY,2018-08-01,61
SFO-MSY,2020-01-01,45
SFO-MTJ,2020-01-01,14
SFO-OGG,2018-08-01,214
SFO-OGG,2020-01-01,135
SFO-OKC,2018-08-01,30
SFO-OKC,2020-01-01,25
SFO-OMA,2018-08-01,45
SFO-OMA,2020-01-01,26
SFO-ONT,2018-08-01,172
SFO-ONT,2020-01-01,196
SFO-ORD,2018-08-01,720
SFO-ORD,2020-01-01,341
SFO-OTH,2018-08-01,31
SFO-OTH,2020-01-01,14
SFO-PAE,2020-01-01,65
SFO-PDX,2018-08-01,561
SFO-PDX,2020-01-01,345
SFO-PHL,2018-08-01,231
SFO-PHL,2020-01-01,134
SFO-PHX,2018-08-01,442
SFO-PHX,2020-01-01,284
SFO-PIT,2018-08-01,61
SFO-PIT,2020-01-01,27
SFO-PSC,2018-08-01,30
SFO-PSC,2020-01-01,25
SFO-PSP,2018-08-01,152
SFO-PSP,2020-01-01,239
SFO-RDD,2018-08-01,85
SFO-RDD,2020-01-01,71
SFO-RDM,2018-08-01,144
SFO-RDM,2020-01-01,101
SFO-RDU,2018-08-01,91
SFO-RDU,2020-01-01,46
SFO-RNO,2018-08-01,128
SFO-RNO,2020-01-01,136
SFO-SAN,2018-08-01,686
SFO-SAN,2020-01-01,492
SFO-SAT,2018-08-01,31
SFO-SAT,2020-01-01,30
SFO-SBA,2018-08-01,183
SFO-SBA,2020-01-01,143
SFO-SBP,2018-08-01,119
SFO-SBP,2020-01-01,97
SFO-SEA,2018-08-01,930
SFO-SEA,2020-01-01,559
SFO-SLC,2018-08-01,356
SFO-SLC,2020-01-01,298
SFO-SMF,2018-08-01,147
SFO-SMF,2020-01-01,110
SFO-SNA,2018-08-01,413
SFO-SNA,2020-01-01,293
SFO-STL,2018-08-01,95
SFO-STL,2020-01-01,56
SFO-STS,2018-08-01,90
SFO-STS,2020-01-01,26
SFO-SUN,2018-08-01,31
SFO-SUN,2020-01-01,27
SFO-TPA,2018-08-01,31
SFO-TPA,2020-01-01,30
SFO-TUS,2018-08-01,59
SFO-TUS,2020-01-01,99
SFO-XNA,2018-08-01,31
SFO-XNA,2020-01-01,24
SGF-ATL,2018-08-01,120
SGF-ATL,2020-01-01,101
SGF-AZA,2018-08-01,10
SGF-AZA,2020-01-01,7
SGF-CLT,2018-08-01,85
SGF-CLT,2020-01-01,87
SGF-DEN,2018-08-01,100
SGF-DEN,2020-01-01,6
SGF-DFW,2018-08-01,211
SGF-DFW,2020-01-01,151
SGF-IAH,2018-08-01,60
SGF-IAH,2020-01-01,49
SGF-LAS,2018-08-01,11
SGF-LAS,2020-01-01,7
SGF-LAX,2018-08-01,10
SGF-LAX,2020-01-01,3
SGF-ORD,2018-08-01,216
SGF-ORD,2020-01-01,92
SGF-PGD,2018-08-01,4
SGF-PIE,2018-08-01,12
SGF-PIE,2020-01-01,8
SGF-SFB,2018-08-01,10
SGF-SFB,2020-01-01,10
SGF-VPS,2018-08-01,12
SGF-VPS,2020-01-01,2
SGU-DEN,2018-08-01,44
SGU-DEN,2020-01-01,55
SGU-DFW,2020-01-01,24
SGU-LAX,2018-08-01,31
SGU-LAX,2020-01-01,27
SGU-PHX,2018-08-01,62
SGU-PHX,2020-01-01,82
SGU-SLC,2018-08-01,97
SGU-SLC,2020-01-01,114
SHD-IAD,2018-08-01,51
SHD-IAD,2020-01-01,51
SHD-LWB,2018-08-01,30
SHD-ORD,2020-01-01,26
SHR-DEN,2020-01-01,12
SHR-RIW,2020-01-01,7
SHV-ATL,2018-08-01,200
SHV-ATL,2020-01-01,150
SHV-CLT,2018-08-01,61
SHV-CLT,2020-01-01,48
SHV-DEN,2018-08-01,31
SHV-DEN,2020-01-01,26
SHV-DFW,2018-08-01,152
SHV-DFW,2020-01-01,108
SHV-IAH,2018-08-01,119
SHV-IAH,2020-01-01,101
SHV-LAS,2018-08-01,10
SHV-LAS,2020-01-01,8
SHV-SFB,2018-08-01,4
SIT-JNU,2018-08-01,54
SIT-JNU,2020-01-01,37
SIT-KTN,2018-08-01,31
SIT-KTN,2020-01-01,22
SIT-SEA,2018-08-01,92
SJC-ABQ,2018-08-01,4
SJC-ABQ,2020-01-01,20
SJC-ATL,2018-08-01,95
SJC-ATL,2020-01-01,76
SJC-AUS,2018-08-01,112
SJC-AUS,2020-01-01,113
SJC-BNA,2020-01-01,29
SJC-BOI,2018-08-01,62
SJC-BOI,2020-01-01,62
SJC-BOS,2018-08-01,31
SJC-BOS,2020-01-01,5
SJC-BUR,2018-08-01,341
SJC-BUR,2020-01-01,308
SJC-BWI,2018-08-01,31
SJC-BWI,2020-01-01,4
SJC-CLT,2018-08-01,30
SJC-CVG,2018-08-01,13
SJC-DAL,2018-08-01,89
SJC-DAL,2020-01-01,75
SJC-DEN,2018-08-01,290
SJC-DEN,2020-01-01,228
SJC-DFW,2018-08-01,124
SJC-DFW,2020-01-01,96
SJC-DTW,2020-01-01,25
SJC-ELP,2020-01-01,1
SJC-EUG,2018-08-01,25
SJC-EWR,2018-08-01,56
SJC-EWR,2020-01-01,19
SJC-FLL,2020-01-01,1
SJC-GEG,2018-08-01,31
SJC-GEG,2020-01-01,26
SJC-HNL,2018-08-01,54
SJC-HNL,2020-01-01,73
SJC-HOU,2018-08-01,31
SJC-HOU,2020-01-01,29
SJC-IAH,2018-08-01,31
SJC-IAH,2020-01-01,33
SJC-JFK,2018-08-01,87
SJC-JFK,2020-01-01,36
SJC-KOA,2018-08-01,23
SJC-KOA,2020-01-01,25
SJC-LAS,2018-08-01,384
SJC-LAS,2020-01-01,318
SJC-LAX,2018-08-01,773
SJC-LAX,2020-01-01,405
SJC-LGB,2018-08-01,122
SJC-LGB,2020-01-01,167
SJC-LIH,2018-08-01,26
SJC-LIH,2020-01-01,23
SJC-MCI,2018-08-01,3
SJC-MCO,2018-08-01,31
SJC-MCO,2020-01-01,4
SJC-MDW,2018-08-01,34
SJC-MDW,2020-01-01,28
SJC-MIA,2020-01-01,2
SJC-MSP,2018-08-01,78
SJC-MSP,2020-01-01,25
SJC-MSY,2018-08-01,1
SJC-MSY,2020-01-01,1
SJC-OGG,2018-08-01,57
SJC-OGG,2020-01-01,81
SJC-ONT,2018-08-01,139
SJC-ONT,2020-01-01,138
SJC-ORD,2018-08-01,128
SJC-ORD,2020-01-01,59
SJC-PDX,2018-08-01,311
SJC-PDX,2020-01-01,253
SJC-PHX,2018-08-01,314
SJC-PHX,2020-01-01,254
SJC-RNO,2018-08-01,107
SJC-RNO,2020-01-01,82
SJC-SAN,2018-08-01,469
SJC-SAN,2020-01-01,541
SJC-SAT,2018-08-01,10
SJC-SEA,2018-08-01,550
SJC-SEA,2020-01-01,312
SJC-SLC,2018-08-01,201
SJC-SLC,2020-01-01,179
SJC-SNA,2018-08-01,357
SJC-SNA,2020-01-01,336
SJC-STL,2018-08-01,31
SJC-STL,2020-01-01,21
SJC-TUL,2018-08-01,9
SJC-TUS,2018-08-01,31
SJC-TUS,2020-01-01,31
SJT-DFW,2018-08-01,120
SJT-DFW,2020-01-01,108
SJU-ATL,2018-08-01,135
SJU-ATL,2020-01-01,115
SJU-BDL,2018-08-01,60
SJU-BDL,2020-01-01,45
SJU-BOS,2018-08-01,91
SJU-BOS,2020-01-01,97
SJU-BWI,2018-08-01,40
SJU-BWI,2020-01-01,89
SJU-CLT,2018-08-01,56
SJU-CLT,2020-01-01,66
SJU-DCA,2018-08-01,31
SJU-DCA,2020-01-01,20
SJU-DFW,2018-08-01,51
SJU-DFW,2020-01-01,49
SJU-DTW,2020-01-01,31
SJU-EWR,2018-08-01,108
SJU-EWR,2020-01-01,161
SJU-FLL,2018-08-01,295
SJU-FLL,2020-01-01,317
SJU-HOU,2018-08-01,11
SJU-HOU,2020-01-01,9
SJU-IAD,2018-08-01,21
SJU-IAD,2020-01-01,31
SJU-IAH,2018-08-01,53
SJU-IAH,2020-01-01,62
SJU-ISP,2018-08-01,12
SJU-JFK,2018-08-01,270
SJU-JFK,2020-01-01,253
SJU-MCO,2018-08-01,368
SJU-MCO,2020-01-01,365
SJU-MDW,2018-08-01,31
SJU-MDW,2020-01-01,10
SJU-MIA,2018-08-01,154
SJU-MIA,2020-01-01,185
SJU-MSP,2020-01-01,4
SJU-ORD,2018-08-01,56
SJU-ORD,2020-01-01,57
SJU-PHL,2018-08-01,77
SJU-PHL,2020-01-01,122
SJU-RDU,2018-08-01,9
SJU-RDU,2020-01-01,13
SJU-SFB,2018-08-01,13
SJU-SFB,2020-01-01,11
SJU-STT,2018-08-01,62
SJU-STT,2020-01-01,53
SJU-STX,2018-08-01,31
SJU-TPA,2018-08-01,99
SJU-TPA,2020-01-01,104
SLC-ABQ,2018-08-01,89
SLC-ABQ,2020-01-01,75
SLC-ANC,2018-08-01,20
SLC-ASE,2018-08-01,61
SLC-ASE,2020-01-01,54
SLC-ATL,2018-08-01,303
SLC-ATL,2020-01-01,208
SLC-AUS,2018-08-01,95
SLC-AUS,2020-01-01,77
SLC-BIL,2018-08-01,92
SLC-BIL,2020-01-01,83
SLC-BNA,2018-08-01,29
SLC-BNA,2020-01-01,36
SLC-BOI,2018-08-01,208
SLC-BOI,2020-01-01,152
SLC-BOS,2018-08-01,112
SLC-BOS,2020-01-01,66
SLC-BTM,2018-08-01,58
SLC-BTM,2020-01-01,55
SLC-BUR,2018-08-01,147
SLC-BUR,2020-01-01,132
SLC-BWI,2018-08-01,87
SLC-BWI,2020-01-01,56
SLC-BZN,2018-08-01,116
SLC-BZN,2020-01-01,114
SLC-CDC,2018-08-01,54
SLC-CDC,2020-01-01,51
SLC-CLE,2018-08-01,28
SLC-CLE,2020-01-01,20
SLC-CLT,2018-08-01,61
SLC-CLT,2020-01-01,48
SLC-CMH,2020-01-01,2
SLC-COD,2018-08-01,39
SLC-COS,2018-08-01,55
SLC-COS,2020-01-01,58
SLC-CPR,2018-08-01,56
SLC-CPR,2020-01-01,60
SLC-CVG,2018-08-01,59
SLC-CVG,2020-01-01,28
SLC-DAL,2018-08-01,31
SLC-DAL,2020-01-01,33
SLC-DCA,2018-08-01,31
SLC-DCA,2020-01-01,28
SLC-DEN,2018-08-01,727
SLC-DEN,2020-01-01,531
SLC-DFW,2018-08-01,349
SLC-DFW,2020-01-01,254
SLC-DSM,2018-08-01,28
SLC-DSM,2020-01-01,25
SLC-DTW,2018-08-01,134
SLC-DTW,2020-01-01,104
SLC-EGE,2020-01-01,3
SLC-EKO,2018-08-01,55
SLC-EKO,2020-01-01,54
SLC-EUG,2018-08-01,62
SLC-EUG,2020-01-01,51
SLC-EWR,2018-08-01,79
SLC-EWR,2020-01-01,108
SLC-FAT,2018-08-01,90
SLC-FAT,2020-01-01,81
SLC-FCA,2018-08-01,91
SLC-FCA,2020-01-01,100
SLC-FLL,2018-08-01,61
SLC-FLL,2020-01-01,53
SLC-GEG,2018-08-01,122
SLC-GEG,2020-01-01,97
SLC-GJT,2018-08-01,88
SLC-GJT,2020-01-01,89
SLC-GTF,2018-08-01,86
SLC-GTF,2020-01-01,62
SLC-HLN,2018-08-01,89
SLC-HLN,2020-01-01,75
SLC-HNL,2018-08-01,30
SLC-HNL,2020-01-01,23
SLC-HOU,2018-08-01,4
SLC-HOU,2020-01-01,5
SLC-IAD,2018-08-01,28
SLC-IAD,2020-01-01,25
SLC-IAH,2018-08-01,242
SLC-IAH,2020-01-01,184
SLC-IDA,2018-08-01,141
SLC-IDA,2020-01-01,106
SLC-IND,2018-08-01,27
SLC-IND,2020-01-01,25
SLC-JAC,2018-08-01,93
SLC-JAC,2020-01-01,75
SLC-JFK,2018-08-01,180
SLC-JFK,2020-01-01,193
SLC-LAS,2018-08-01,338
SLC-LAS,2020-01-01,282
SLC-LAX,2018-08-01,522
SLC-LAX,2020-01-01,422
SLC-LGB,2018-08-01,217
SLC-LGB,2020-01-01,193
SLC-LWS,2018-08-01,62
SLC-LWS,2020-01-01,61
SLC-MCI,2018-08-01,88
SLC-MCI,2020-01-01,66
SLC-MCO,2018-08-01,109
SLC-MCO,2020-01-01,86
SLC-MDW,2018-08-01,65
SLC-MDW,2020-01-01,51
SLC-MFR,2018-08-01,52
SLC-MFR,2020-01-01,55
SLC-MKE,2018-08-01,28
SLC-MKE,2020-01-01,24
SLC-MSN,2018-08-01,29
SLC-MSN,2020-01-01,20
SLC-MSO,2018-08-01,113
SLC-MSO,2020-01-01,82
SLC-MSP,2018-08-01,181
SLC-MSP,2020-01-01,129
SLC-MSY,2018-08-01,28
SLC-MSY,2020-01-01,22
SLC-MTJ,2020-01-01,5
SLC-OAK,2018-08-01,177
SLC-OAK,2020-01-01,216
SLC-OGG,2020-01-01,14
SLC-OKC,2018-08-01,84
SLC-OKC,2020-01-01,52
SLC-OMA,2018-08-01,70
SLC-OMA,2020-01-01,54
SLC-ONT,2018-08-01,89
SLC-ONT,2020-01-01,76
SLC-ORD,2018-08-01,362
SLC-ORD,2020-01-01,258
SLC-PDX,2018-08-01,265
SLC-PDX,2020-01-01,201
SLC-PHL,2018-08-01,45
SLC-PHL,2020-01-01,31
SLC-PHX,2018-08-01,447
SLC-PHX,2020-01-01,436
SLC-PIH,2018-08-01,114
SLC-PIH,2020-01-01,88
SLC-PIT,2018-08-01,28
SLC-PIT,2020-01-01,23
SLC-PSC,2018-08-01,89
SLC-PSC,2020-01-01,82
SLC-PSP,2018-08-01,62
SLC-PSP,2020-01-01,84
SLC-RAP,2018-08-01,60
SLC-RAP,2020-01-01,31
SLC-RDM,2018-08-01,62
SLC-RDM,2020-01-01,58
SLC-RDU,2018-08-01,28
SLC-RDU,2020-01-01,25
SLC-RNO,2018-08-01,149
SLC-RNO,2020-01-01,129
SLC-SAN,2018-08-01,215
SLC-SAN,2020-01-01,207
SLC-SAT,2018-08-01,90
SLC-SAT,2020-01-01,52
SLC-SBA,2020-01-01,77
SLC-SEA,2018-08-01,393
SLC-SEA,2020-01-01,275
SLC-SFO,2018-08-01,318
SLC-SFO,2020-01-01,292
SLC-SGU,2018-08-01,97
SLC-SGU,2020-01-01,116
SLC-SJC,2018-08-01,200
SLC-SJC,2020-01-01,170
SLC-SMF,2018-08-01,182
SLC-SMF,2020-01-01,158
SLC-SNA,2018-08-01,151
SLC-SNA,2020-01-01,112
SLC-STL,2018-08-01,87
SLC-STL,2020-01-01,67
SLC-SUN,2018-08-01,90
SLC-SUN,2020-01-01,75
SLC-TPA,2018-08-01,28
SLC-TPA,2020-01-01,27
SLC-TUL,2018-08-01,31
SLC-TUL,2020-01-01,29
SLC-TUS,2018-08-01,91
SLC-TUS,2020-01-01,69
SLC-TWF,2018-08-01,110
SLC-TWF,2020-01-01,85
SLC-WYS,2018-08-01,59
SLN-HYS,2018-08-01,52
SLN-HYS,2020-01-01,39
SLN-ORD,2018-08-01,27
SLN-ORD,2020-01-01,20
SMF-ATL,2018-08-01,78
SMF-ATL,2020-01-01,79
SMF-AUS,2018-08-01,31
SMF-AUS,2020-01-01,26
SMF-BOI,2018-08-01,62
SMF-BOI,2020-01-01,29
SMF-BOS,2018-08-01,28
SMF-BUR,2018-08-01,245
SMF-BUR,2020-01-01,291
SMF-BWI,2018-08-01,31
SMF-BWI,2020-01-01,3
SMF-CLT,2018-08-01,30
SMF-CLT,2020-01-01,22
SMF-DAL,2018-08-01,31
SMF-DAL,2020-01-01,30
SMF-DEN,2018-08-01,285
SMF-DEN,2020-01-01,229
SMF-DFW,2018-08-01,147
SMF-DFW,2020-01-01,100
SMF-DTW,2020-01-01,25
SMF-EWR,2018-08-01,24
SMF-EWR,2020-01-01,4
SMF-GEG,2018-08-01,31
SMF-GEG,2020-01-01,29
SMF-HNL,2018-08-01,31
SMF-HNL,2020-01-01,57
SMF-HOU,2020-01-01,1
SMF-IAD,2018-08-01,30
SMF-IAD,2020-01-01,30
SMF-IAH,2018-08-01,47
SMF-IAH,2020-01-01,55
SMF-JFK,2018-08-01,28
SMF-JFK,2020-01-01,24
SMF-KOA,2020-01-01,11
SMF-LAS,2018-08-01,234
SMF-LAS,2020-01-01,361
SMF-LAX,2018-08-01,631
SMF-LAX,2020-01-01,337
SMF-LGB,2018-08-01,124
SMF-LGB,2020-01-01,170
SMF-MCO,2018-08-01,31
SMF-MCO,2020-01-01,3
SMF-MDW,2018-08-01,39
SMF-MDW,2020-01-01,26
SMF-MSP,2018-08-01,77
SMF-MSP,2020-01-01,27
SMF-MSY,2018-08-01,1
SMF-OGG,2018-08-01,30
SMF-OGG,2020-01-01,57
SMF-ONT,2018-08-01,214
SMF-ONT,2020-01-01,178
SMF-ORD,2018-08-01,90
SMF-ORD,2020-01-01,73
SMF-PDX,2018-08-01,265
SMF-PDX,2020-01-01,184
SMF-PHX,2018-08-01,309
SMF-PHX,2020-01-01,247
SMF-SAN,2018-08-01,437
SMF-SAN,2020-01-01,500
SMF-SEA,2018-08-01,475
SMF-SEA,2020-01-01,229
SMF-SFO,2018-08-01,145
SMF-SFO,2020-01-01,100
SMF-SLC,2018-08-01,182
SMF-SLC,2020-01-01,162
SMF-SNA,2018-08-01,200
SMF-SNA,2020-01-01,164
SMF-STL,2018-08-01,31
SMF-STL,2020-01-01,25
SMX-LAS,2018-08-01,14
SMX-LAS,2020-01-01,13
SNA-ABQ,2018-08-01,40
SNA-ATL,2018-08-01,107
SNA-ATL,2020-01-01,70
SNA-AUS,2018-08-01,9
SNA-DAL,2018-08-01,26
SNA-DAL,2020-01-01,3
SNA-DEN,2018-08-01,305
SNA-DEN,2020-01-01,245
SNA-DFW,2018-08-01,268
SNA-DFW,2020-01-01,207
SNA-DTW,2018-08-01,27
